KILL FILE (touch to halt): C:\Users\fycin\m15-claude-independent\live\PTT_KILL
MODE: *** LIVE ***   qty=11
{"ev": "start", "utc": "2026-08-04T06:08:15.163184+00:00", "dry_run": false, "qty": 11, "kill": "C:\\Users\\fycin\\m15-claude-independent\\live\\PTT_KILL", "take_after_s": 120}
{"ev": "heartbeat", "utc": "2026-08-04T06:22:40.962152+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
{"ev": "heartbeat", "utc": "2026-08-04T06:22:46.202891+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
{"ev": "heartbeat", "utc": "2026-08-04T06:22:51.535953+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
{"ev": "heartbeat", "utc": "2026-08-04T06:22:56.799050+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
{"ev": "heartbeat", "utc": "2026-08-04T06:23:01.910093+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
{"ev": "heartbeat", "utc": "2026-08-04T06:23:07.019962+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
{"ev": "heartbeat", "utc": "2026-08-04T06:23:12.166015+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
{"ev": "heartbeat", "utc": "2026-08-04T06:23:17.264212+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
{"ev": "heartbeat", "utc": "2026-08-04T06:23:22.646487+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
{"ev": "heartbeat", "utc": "2026-08-04T06:23:27.798991+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
{"ev": "heartbeat", "utc": "2026-08-04T06:23:32.905821+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
{"ev": "heartbeat", "utc": "2026-08-04T06:23:38.148517+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
{"ev": "heartbeat", "utc": "2026-08-04T06:23:43.300204+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
{"ev": "heartbeat", "utc": "2026-08-04T06:23:48.435820+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
{"ev": "heartbeat", "utc": "2026-08-04T06:23:53.641717+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
{"ev": "heartbeat", "utc": "2026-08-04T06:23:58.754584+00:00", "resting": 1, "orders": 5, "entered": 5, "gross": 10.02}
{"ev": "cancel_for_promote", "utc": "2026-08-04T06:24:03.839770+00:00", "oid": "3fc4046c-6ee8-492b-a4a1-19b85c739d4d", "ticker": "KXETH15M-26AUG040230-30", "status": 404, "unfilled": 0, "filled": 11}
{"ev": "heartbeat", "utc": "2026-08-04T06:24:04.044054+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:24:09.298725+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:24:14.532244+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:24:19.862683+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:24:25.138684+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:24:30.377492+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:24:35.680435+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:24:41.005522+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:24:46.245495+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:24:51.510474+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:24:56.853830+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:25:01.961799+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:25:07.087316+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:25:12.280722+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:25:17.397377+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:25:22.588859+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:25:27.708262+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:25:32.815199+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:25:37.927638+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:25:43.082231+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:25:48.187174+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:25:53.305089+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:25:58.427160+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:26:03.665439+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:26:08.960929+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:26:14.209167+00:00", "resting": 0, "orders": 5, "entered": 5, "gross": 0.0}
{"ev": "signal", "utc": "2026-08-04T06:26:19.518582+00:00", "ticker": "KXXRP15M-26AUG040230-30", "minute": 11, "side": "yes", "fav_mid": 0.9095, "bid": 0.908, "ask": 0.911, "post_at": 0.909}
{"ev": "order", "utc": "2026-08-04T06:26:19.562070+00:00", "ticker": "KXXRP15M-26AUG040230-30", "side": "yes", "v2_side": "bid", "price": 0.909, "v2_price": 0.909, "qty": 11, "post_only": true, "status": 201, "immediate_fill": "0.00", "remaining": "11.00", "resp": "{'client_order_id': 'ptt1785824779519', 'fill_count': '0.00', 'order_id': '76b01a4e-fd16-4e10-9ab6-ad8718edd41b', 'remaining_count': '11.00', 'ts_ms': 1785824781171}"}
{"ev": "heartbeat", "utc": "2026-08-04T06:26:19.575770+00:00", "resting": 1, "orders": 6, "entered": 6, "gross": 10.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:26:24.697425+00:00", "resting": 1, "orders": 6, "entered": 6, "gross": 10.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:26:29.808969+00:00", "resting": 1, "orders": 6, "entered": 6, "gross": 10.0}
{"ev": "heartbeat", "utc": "2026-08-04T06:26:34.933019+00:00", "resting": 1, "orders": 6, "entered": 6, "gross": 10.0}
{"ev": "halted", "utc": "2026-08-04T06:26:39.934893+00:00", "path": "C:\\Users\\fycin\\m15-claude-independent\\live\\PTT_KILL"}
{"ev": "cancel", "utc": "2026-08-04T06:26:40.028930+00:00", "oid": "76b01a4e-fd16-4e10-9ab6-ad8718edd41b", "ticker": "KXXRP15M-26AUG040230-30", "status": 404, "reason": "kill"}
